CodCLiente,Cliente,Direccion,Telefono,latitud,longitud
2380,Valentín Lic. Esmeralda Gaytán,"Boulevard Puebla 645 Edif. 279 , Depto. 552
San Leonor los bajos, OAX 23621-8560",(072)880-7697,-0.900255504817004,-79.33215831696182
2381,Espinosa Pilar René Guardado,"Circuito Arreola 581 Edif. 396 , Depto. 500
Nueva Israel, VER 67974",955.781.1750x21757,-0.9248638019027374,-79.46393601739085
2382,Valencia Ilse Agustín Rodrígez,"Avenida Maldivas 800 466
Vieja Dinamarca, MOR 38207-0283",306-705-8776x33659,-1.0751388515396254,-79.29414233762832
2383,Nevárez Pablo Paulina Samaniego,"Calzada Sur Benítez 787 156
Vieja Kiribati, JAL 64519-3400",931-524-9968x8838,-1.1289386753422754,-79.38260906538498
2384,Ortega Juan Carrero,"Pasaje Aguirre 990 Interior 286
Vieja Filipinas, ZAC 25239",929-857-5291,-1.0108214309931527,-79.3880722968494
2385,Alva Úrsula Zeferino Granados Ornelas,"Continuación Rwanda 806 Edif. 277 , Depto. 926
San Eduardo los altos, CAMP 14953",+31(5)3897389089,-0.9664935699897828,-79.5494550591204
2386,Ríos Marco Antonio Galarza,"Retorno Trujillo 984 Interior 747
San Vicente los altos, GTO 96323-3136",037.355.0746x201,-1.1409620375191591,-79.40932789760319
2387,Nieves Augusto Sierra,"Viaducto Jalisco 798 795
San Fernando los altos, SIN 99288",961.620.3828x1253,-1.1827528889206733,-79.57848041228132
2388,Gonzales Ing. Tomás Berríos,"Callejón Venegas 804 Edif. 204 , Depto. 106
San Timoteo los altos, SIN 50982-9415",865-219-5860x5279,-1.1457669125094618,-79.40381805707969
2389,Gaytán Darío Agustín Rolón,"Diagonal Jimínez 931 Interior 948
San Jorge de la Montaña, CAMP 92219-3536",538-212-8084x34929,-0.9204260492122053,-79.26982825679762
2390,Miramontes Mayte Holguín Curiel,"Retorno Cervantes 338 Edif. 140 , Depto. 692
Vieja Guyana, BCS 16808-2038",09059438576,-1.229065954672088,-79.49835393565095
2391,Reyna Esperanza Alvarez Castellanos,"Eje vial Nueva Zelandia 288 236
San Paola los bajos, Q. ROO 57858-3575",046.703.7448,-1.0067281006580937,-79.38487523937545
2392,Ureña Gregorio Sonia Becerra Guzmán,"Diagonal Myanmar 057 Edif. 504 , Depto. 190
Vieja Maldivas, OAX 31293-8445",(615)768-0406,-1.1396833176973813,-79.47937255012498
2393,Orozco Verónica Juan Domínguez,"Ampliación Guerra 201 323
San Homero los bajos, VER 84720",598-891-2034x3413,-1.1597171810025864,-79.50862779614596
2394,Ibarra José Manuél Huerta,"Diagonal Nayarit 836 275
San Irene los bajos, JAL 78539-5612",(427)454-5746,-0.8911295454352198,-79.40054450845714
2395,Sarabia Jacinto Rendón Ruiz,"Privada Baja California 011 815
San Olga los bajos, PUE 66381-4249",634.327.2950x3888,-1.193895638324632,-79.55816164281079
2396,Colón Estela Urrutia Navarrete,"Peatonal Norte Montenegro 784 363
Nueva Polonia, BCS 58142",01389796780,-1.0952175755914635,-79.64138810258116
2397,Ferrer Sr(a). Elisa Martínez,"Retorno Letonia 446 Edif. 464 , Depto. 381
San Ángel los altos, TAB 17820",897-685-7838x004,-0.8831439754428233,-79.46618315878466
2398,Corral Aida Gurule,"Peatonal Norte Lucio 871 Interior 253
Vieja Eslovaquia, MOR 42266",1-284-756-1818,-0.9613158070313214,-79.5507215146
2399,Calvillo Isabel Carreón Granado,"Calle Puebla 559 Interior 474
Nueva Kirguistán, GRO 48962-7240",1-795-621-7123x51072,-0.9407884802853055,-79.35614311444547
2400,Gollum Celia Yáñez Matos,"Prolongación Aguirre 906 Edif. 074 , Depto. 933
Vieja Emiratos Árabes Unidos, MOR 76699-8413",1-780-592-3139x628,-0.9924845601329934,-79.5707691431894
2401,Feliciano Virginia Rodarte,"Eje vial Tayikistán 815 714
Vieja El Salvador, AGS 82029",(735)510-3057,-0.890525003730821,-79.62436545738039
2402,Acosta Dr. Carla Alva,"Callejón Côte d'Ivoire 594 937
San Cornelio los bajos, COL 88974-2591",+83(0)3553036333,-1.0161982324278565,-79.5489758599978
2403,Feliciano Mitzy Alonso Lerma Niño,"Circuito Mali 227 Interior 949
Nueva India, SIN 52343",1-218-329-0746x4848,-1.0882977244300633,-79.50563850990734
2404,Colón Conchita Cristal Olivas,"Ampliación Henríquez 635 Edif. 251 , Depto. 214
Vieja Pakistán, BC 35751",736-551-4768x80358,-0.8921419021351582,-79.48107825345633
2405,Rincón Dr. Eugenio Becerra,"Cerrada Baja California 520 Interior 050
San Miguel Ángel los altos, OAX 30540",1-151-391-2658,-0.9620618020101429,-79.48217678729198
2406,Valdez Estela Sepúlveda Acuña,"Viaducto Durango 283 Interior 933
San Timoteo los altos, NL 99545-5517",827.834.1189x8344,-1.1034274804492836,-79.4869014403849
2407,Montez María Teresa Camila Montenegro Espinoza,"Ampliación Fiji 939 Edif. 711 , Depto. 410
Vieja Filipinas, AGS 48658-2987",1-780-588-0228x103,-1.085877728428125,-79.2515154481155
2408,Manzanares Violeta Tapia de Anda,"Privada Ruelas 714 Edif. 200 , Depto. 499
San Jorge Luis los bajos, GTO 76774-6662",+71(4)1518901406,-1.1361004482563781,-79.43011763482419
2409,Fernández Mtro. Débora Perea,"Privada Norte Aguayo 917 756
San Ramiro los bajos, SLP 57504",1-460-890-7449,-1.0647078278247686,-79.24139869537058
2410,Segura Ana Luisa Israel Muro,"Prolongación Sur Cepeda 583 Interior 109
San Karla de la Montaña, HGO 91513",639-194-8040x6723,-0.9306511973751346,-79.47039619179135
2411,Cervántez Perla Urrutia Soria,"Boulevard Colima 101 Interior 663
San Francisco Javier los altos, QRO 51935",(353)617-1687x1056,-1.1621514892834872,-79.52284334807973
2412,Arguello Natividad Gaona,"Continuación Norte Ochoa 899 890
Vieja República Democrática del Congo, JAL 72855-9437",1-076-214-4303x3661,-0.863911093654423,-79.41578593394603
2413,Santiago Sonia Rosa Arias Burgos,"Calle Tabasco 892 Edif. 504 , Depto. 994
San Amanda los bajos, SLP 88916-5630",(644)669-0604x25263,-0.8279596677392522,-79.46608721860582
2414,Blanco Lic. Yolanda Henríquez,"Calzada Gamboa 334 Interior 804
San Homero los bajos, TAB 12911",1-725-540-0133x0880,-0.956493757382745,-79.59276873271747
2415,Mercado María José Tello,"Calzada Morelos 226 Edif. 291 , Depto. 065
Vieja Eslovenia, TAB 14243-1595",07102683203,-0.9065254894086581,-79.34959791048652
2416,Garrido Cristina Soledad Salas,"Peatonal Norte Laboy 477 355
San Cynthia los bajos, MEX 94513-1808",07621196038,-1.1556053434593259,-79.30933759287792
2417,Muñoz Mtro. Óliver Alfaro,"Andador Bangladesh 756 Interior 148
Nueva Bahrein, BCS 54071-4683",+17(8)6431196193,-0.9945188682247417,-79.61105324450902
2418,Meza Ofelia Olivera Valdez,"Corredor Estados Unidos de América 730 Interior 628
San Marisol los altos, CHIH 94352",(601)040-8113x7442,-0.8327605690278765,-79.53660353928355
2419,Blanco Nelly Ybarra Concepción,"Continuación Mireles 680 488
San Pamela los bajos, YUC 49652-6653",074.354.0713x79815,-1.1798922254465167,-79.5429785685365
2420,Gaona Diego Lucía de la Rosa Roybal,"Circuito Eslovaquia 449 803
Vieja Liechtenstein, COAH 23364",(812)129-1194x10406,-1.2505739087554917,-79.47335560845978
2421,Solano José Diego Carbajal Beltrán,"Diagonal Tabasco 867 Edif. 452 , Depto. 566
San Berta de la Montaña, COAH 20056-8422",1-259-732-3306,-1.2048583778151767,-79.45669800347221
2422,Montenegro Pascual Valverde,"Boulevard Vargas 316 Edif. 912 , Depto. 529
Vieja Iraq, COL 67130-0585",(194)311-0930,-0.9672534097448217,-79.6638573693346
2423,Bahena Silvano Serrano Barrientos,"Circunvalación Botswana 621 524
Nueva Eritrea, CHIH 96071-8926",801-511-5189x10451,-1.1063614215280335,-79.2780593550652
2424,Godoy Rubén Daniel Amaya,"Callejón Quintana Roo 728 Edif. 684 , Depto. 827
Vieja Senegal, MOR 59584-2451",1-469-595-1880x0542,-1.0978005390443808,-79.41370742652377
2425,Saucedo Juan Zeferino Borrego,"Prolongación China 491 Edif. 380 , Depto. 111
San Eric los bajos, YUC 07224",(612)694-4250x8741,-1.09299467653529,-79.4946089659721
2426,Ybarra Violeta Mayte Borrego,"Privada Rodarte 615 Edif. 450 , Depto. 667
Vieja Gabón, GRO 03429",459-524-7996x22716,-1.0391256798963682,-79.52366258466265
2427,Iglesias Porfirio Muro Olivas,"Boulevard Argentina 443 Interior 467
Nueva Islas Salomón, BC 87666-8162",088.086.6926,-0.9524834947280829,-79.36337171284674
2428,Verdugo Sr(a). Pedro Esparza,"Cerrada Jalisco 351 Interior 094
San Isaac los bajos, SIN 65827",+67(5)1416041158,-1.0122433813910388,-79.67060828470389
2429,Alcaraz Dr. Marco Antonio Limón,"Circunvalación Líbano 607 Interior 785
Nueva Panamá, JAL 05965",476.193.5258,-1.176989083731965,-79.49680152167508
2430,Barrios Ing. Reina Salazar,"Circunvalación Namibia 566 Interior 525
Nueva Sudán, DF 20616-6000",830-545-8765x0235,-1.0826224443309218,-79.28887083486183
2431,Briseño Armando Raúl Jaime,"Pasaje Suriname 283 Edif. 581 , Depto. 748
San Micaela de la Montaña, Q. ROO 66655-7858",056.919.2081x45340,-1.0653572629472756,-79.34291326233087
2432,Rosas Raquel Cortez Heredia,"Retorno Alcántar 756 991
Nueva India, DF 00862",543-810-9137x811,-1.1386914437274969,-79.41183770445664
2433,Cedillo Daniel Jerónimo Almonte,"Callejón Sur Salcido 743 460
Vieja Colombia, TAMPS 38844",035.674.3252x0333,-0.949394381614821,-79.6419647745553
2434,Riojas Fabiola Montes,"Viaducto Escamilla 747 Interior 040
Nueva Mali, HGO 08488-5760",530-239-4411,-1.0502027838628627,-79.50771884880051
2435,Barraza Lic. Víctor Yáñez,"Periférico Piña 498 487
San Benjamín los bajos, TAMPS 85894",1-326-086-9712,-1.0184189000476407,-79.62420123098018
2436,Porras María Cristina Joaquín Beltrán Cazares,"Pasaje Llamas 167 Interior 532
Vieja Saint Kitts y Nevis, BC 82796",04327549168,-0.9270471421677166,-79.49629687878468
2437,Casillas Verónica Araceli Sánchez,"Andador Osorio 610 Edif. 927 , Depto. 772
Nueva Turkmenistán, GTO 17464",210-639-7281,-1.0928433121376295,-79.4422056403958
2438,Otero Hilda Cornelio Alvarez,"Avenida Salas 146 Edif. 631 , Depto. 161
Nueva Benin, COAH 69792",660-227-8277x916,-0.9576488646064117,-79.56198271986283
2439,Reyna Anabel Enríquez Ramos,"Calle Veracruz de Ignacio de la Llave 420 Edif. 494 , Depto. 507
San Abraham los altos, GRO 76576-3471",1-515-636-8109x68133,-1.2361174918794087,-79.38239394050824
2440,Barraza Modesto Amaya,"Viaducto Gambia 039 Interior 592
San Germán los altos, GTO 31317",(856)540-8832x1764,-0.9156807497457086,-79.55529886008595
2441,Laboy Josefina Mayte Casárez Adame,"Eje vial Barbados 486 Edif. 406 , Depto. 512
San Yeni los altos, SLP 92370-6180",03417595166,-1.08569898855493,-79.656905065014
2442,Villagómez Claudia Martha Ozuna,"Callejón Tamaulipas 345 Interior 405
San Daniel los bajos, TAB 40973-8929",150-296-3203,-0.8450569285214884,-79.57403142614203
2443,Mojica Rubén Jaqueline Montoya Toledo,"Periférico Olivera 264 198
Vieja México, TLAX 38076-1700",01493362325,-1.000458983167399,-79.59317067652911
2444,Patiño Espartaco Barela,"Avenida Nayarit 657 126
Nueva Timor-Leste, YUC 31531",054.216.2545,-0.9998800249815253,-79.36788647484849
2445,Avilés Emiliano Camarillo,"Circuito Oaxaca 636 Edif. 362 , Depto. 496
Vieja Arabia Saudita, GTO 73054-2547",044.926.9743,-0.9275042786294766,-79.2929856146006
2446,Velásquez Cecilia Ávila,"Callejón Norte Portillo 905 741
Nueva Francia, DGO 85699-7902",188-891-7965x19649,-1.0013797204122812,-79.53371056310019
2447,Valdez Indira Angulo Fuentes,"Viaducto Aguascalientes 471 459
Vieja España, QRO 82721",(386)149-4141,-1.15364234033826,-79.49617817073799
2448,Sepúlveda Gilberto Rafaél Muñoz Zavala,"Diagonal Oaxaca 653 719
Nueva Panamá, GRO 60248",1-880-300-0346,-1.2198370423616804,-79.3791204168904
2449,Zepeda Sr(a). Tomás Ponce,"Retorno Morelos 840 Edif. 988 , Depto. 453
Nueva Senegal, JAL 65201-6009",537-160-0562x99035,-1.142292224153276,-79.33901683235663
2450,Solano Esmeralda Agustín Almaraz Rojo,"Privada Alejandro 449 Interior 307
Nueva India, JAL 73121",01080515001,-0.8811570637440775,-79.58421172921172
2451,Aranda Aldonza Palacios,"Ampliación Norte Carrero 904 975
Vieja Marruecos, DGO 60292-8381",02160061759,-0.9172251102232482,-79.58683325401445
2452,Bernal Itzel Anel Orosco,"Circuito Negrón 309 146
San Cristobal de la Montaña, AGS 84483",05070193301,-0.9695508947211551,-79.37154507169724
2453,Cazares Rosario Alonso Miramontes,"Diagonal Jalisco 922 Interior 719
San Patricia los bajos, MICH 67840-6069",1-173-566-5097,-0.9956843089810863,-79.49278212668965
2454,Suárez Antonio Villalobos Madrigal,"Periférico Sur Centeno 185 Edif. 031 , Depto. 922
San Esperanza de la Montaña, MICH 55944-6005",(457)299-5319,-0.894036876657586,-79.6000626291477
2455,Covarrubias Ing. Armando Rodarte,"Periférico Vela 409 Edif. 292 , Depto. 865
San Marisol de la Montaña, TAB 67889",08122973039,-1.1094579475325133,-79.64951641029434
2456,de Anda Elvia Sevilla,"Retorno Ghana 638 890
San Nancy los altos, CAMP 39231",09234859193,-1.0422356587696209,-79.27854199998586
2457,Quiroz Elvia Rodríquez,"Periférico Sur Báez 146 Edif. 940 , Depto. 553
Nueva República Federal Democrática de Nepal, COL 44181-8852",096.822.2318x2255,-1.01655648095881,-79.29193259436217
2458,Terrazas Rafaél Guerra Valadez,"Callejón Michoacán de Ocampo 141 Edif. 579 , Depto. 232
San Liliana los bajos, NAY 30976-6790",(461)599-2583x7527,-0.8785978230977951,-79.53561191063282
2459,Pedraza Ramón Márquez,"Calzada Norte Maestas 855 Interior 659
San Oswaldo los altos, DF 83805",(560)121-2517x46659,-0.8697933203163761,-79.33417276200096
2460,Frías Sr(a). Alfredo Peralta,"Prolongación Durango 893 Edif. 739 , Depto. 206
Nueva Islas Salomón, MOR 18678",00931506249,-1.1287538162046502,-79.49389657065655
2461,Matías Salvador Rufino Vigil Altamirano,"Boulevard Durango 683 827
Nueva China, NAY 30128-8446",100.160.3319x9905,-1.1581983314429691,-79.5393024972308
2462,Becerra Antonia Flórez Villaseñor,"Callejón Arenas 828 Interior 147
Nueva Ecuador, BC 45536",1-356-032-0497x21579,-1.1042003859584948,-79.35823254889196
2463,Quintanilla Amalia González,"Pasaje Sur Portillo 613 Edif. 053 , Depto. 938
Vieja Djibouti, Q. ROO 30023",060.556.4537,-1.132193649671152,-79.27764865214425
2464,Peralta Lic. Miguel Concepción,"Circunvalación Camerún 601 Edif. 905 , Depto. 110
Vieja República Democrática Popular Lao, CHIS 79563",1-949-618-3523,-0.8771997004109985,-79.59174368065746
2465,Leiva Rubén Roberto Angulo Cazares,"Peatonal Chihuahua 951 Interior 313
Nueva Ucrania, BC 23480",1-607-972-8708,-0.9621093798896585,-79.36726253670166
2466,Escalante Marcos Salma Cortez Cervántez,"Retorno Palau 992 Interior 961
Nueva Santa Lucía, MEX 45638",114-383-7273x6009,-1.2010282027110977,-79.58992641159671
2467,Corral Citlali Mercedes Vela Peres,"Peatonal Saldivar 778 Edif. 545 , Depto. 666
Nueva Montenegro, DF 36622",(072)424-0971x4201,-0.8699609185450702,-79.33862180298019
2468,Aguilar Daniela Rolando Sanabria,"Peatonal Veracruz de Ignacio de la Llave 776 Interior 501
San Tania los altos, SIN 73273",1-304-300-6316x3663,-0.8388843459201051,-79.48658923303714
2469,Márquez Aldo María Teresa Montaño Tamayo,"Cerrada Escalante 069 Edif. 368 , Depto. 813
San Nelly los altos, MICH 01016-3940",1-237-697-8689x26263,-1.1237195716396275,-79.4022110388362
2470,Matos Magdalena Luisa del Río,"Privada Rosales 094 Edif. 425 , Depto. 442
Nueva Uruguay, CHIS 92012",1-155-199-6362x8015,-0.9283897864381233,-79.28531978825649
2471,Castellanos Evelio Sisneros,"Prolongación Sur Partida 868 Interior 970
San Amador los altos, SON 86808-4206",(827)559-3616x224,-0.8742544330268409,-79.38249857797513
2472,Salgado Frida Adame,"Periférico Quiñónez 449 Edif. 945 , Depto. 011
Nueva Eslovaquia, ZAC 27600",(202)281-7274x37151,-1.0916906085953157,-79.64699029695987
2473,Cervántez Sessa Helena Santillán Farías,"Circunvalación Sur Urías 358 Interior 709
Nueva República de Corea, NAY 27274",(274)018-8677,-1.1279341804656091,-79.43570285071758
2474,Centeno Dulce María Salcedo,"Continuación Norte Collado 768 087
San Raúl los bajos, Q. ROO 74601-0458",607-308-2262,-1.1014001267745628,-79.39611609379284
2475,Feliciano Vanesa Arenas,"Prolongación Aguascalientes 022 597
Nueva España, NAY 06126-1377",082.611.9896x828,-0.9396338647234072,-79.37299531053159
2476,Holguín Linda Vanesa Garrido Ortiz,"Continuación Tamaulipas 606 Interior 949
San Karina los bajos, VER 63674",+03(7)1108700435,-1.1600003689605134,-79.51419154115953
2477,Vanegas Dr. Dalia Castañeda,"Callejón Somalia 484 Edif. 793 , Depto. 797
Nueva Dinamarca, CAMP 60252-5351",970-391-2111,-1.0176863785105106,-79.54257660337552
2478,Munguía Amanda Becerra,"Andador Italia 794 Interior 223
Nueva Haití, TAB 47860-3188",576.390.5359x67931,-1.192231567110748,-79.32540529620532
2479,Mascareñas Luis Miguel Escalante,"Ampliación Norte Ríos 696 Interior 002
San Fernando los altos, COAH 41534-5840",191-652-2759,-1.110465698612555,-79.58814438851385
2480,Arreola Rebeca Dulce María Chacón,"Boulevard Chiapas 475 Edif. 084 , Depto. 388
Vieja Uzbekistán, CHIS 16420-6483",(471)481-6216,-0.9681910146947852,-79.26269436900103
2481,Granado Espartaco Margarita Guajardo,"Ampliación Norte Mota 892 867
Nueva Ghana, MOR 73129-7079",(510)396-9219x1773,-0.9193384472366146,-79.52052347067418
2482,Longoria Antonio Gamez,"Continuación Rojas 800 Edif. 306 , Depto. 565
Nueva Finlandia, DF 60924-7041",861-354-1294,-1.1447327682835853,-79.52579432382235
2483,Trujillo Aida Felipe Mascareñas,"Andador Robledo 565 546
Nueva Islas Marshall, Q. ROO 20952-3398",+98(1)4085085341,-1.0111238285545716,-79.52351939369576
2484,Navarro Zacarías Gerardo Colunga,"Diagonal Burkina Faso 329 325
San Serafín los bajos, Q. ROO 30681-2300",1-893-896-5967x43903,-1.2323235094325278,-79.53766659108946
2485,Córdova Emiliano Bustamante,"Andador Distrito Federal 716 Edif. 726 , Depto. 572
Vieja Jordania, MOR 09574",1-639-596-9406,-0.8610642128945679,-79.3341014440408
2486,Corrales Ana Horacio Quintanilla,"Andador Norte Núñez 157 Edif. 365 , Depto. 147
Vieja México, QRO 42286",(762)256-6292,-1.154988313282013,-79.38534643326074
2487,Valverde Renato Florencia de la O Valle,"Periférico Hidalgo 958 879
Nueva Papua Nueva Guinea, TAB 74010-3646",(817)094-4253,-1.1105109233414394,-79.41771029451532
2488,Pantoja Perla Dulce Tejada Prado,"Cerrada Tabasco 323 Edif. 616 , Depto. 191
San María José los bajos, MEX 87361",02436740443,-1.0723296506691222,-79.24931460541151
2489,Valle Gonzalo Pilar Melgar Dávila,"Continuación Norte Holguín 345 Edif. 020 , Depto. 415
San Olga de la Montaña, MEX 48308-8229",497-919-1145x0793,-0.9580819178172396,-79.34725358767481
2490,Meza Indira Orosco Monroy,"Corredor Portugal 624 200
San Esteban los bajos, TAMPS 04041-6402",1-042-055-1120x615,-0.8704158534264704,-79.51138010287377
2491,Tejada Alonso Solorio Pedraza,"Boulevard Sur Mojica 448 Edif. 290 , Depto. 521
Nueva Turkmenistán, PUE 03129",(449)525-5811x4685,-1.1588803861131196,-79.39278388417723
2492,Villalpando Patricio Fajardo,"Circunvalación San Luis Potosí 490 Interior 624
Nueva San Marino, CHIH 73937",399.228.2106x488,-1.0899112820354802,-79.29303946319281
2493,Medrano Guillermo Bañuelos Medrano,"Calzada Norte Tapia 690 995
San Nayeli de la Montaña, MEX 44236",+57(2)7683205811,-0.805395219755292,-79.45463600248034
2494,Grijalva Susana Durán Lugo,"Continuación Negrón 648 Interior 941
Nueva Polonia, ZAC 21907-4203",(542)841-9159x8245,-1.0127500316668667,-79.6682623892509
2495,Madera Óliver Quiñones Serrano,"Pasaje Sur Cedillo 079 354
Nueva Argelia, SIN 03163",(455)772-3360,-1.127116372636679,-79.45690433587416
2496,Granados Lic. Zeferino Fierro,"Circuito Eslovenia 128 401
Vieja Islas Marshall, Q. ROO 29881-4255",529-907-5772,-0.9260716617382581,-79.52490140071498
2497,Campos Irma Arturo Moreno Vega,"Callejón Australia 608 748
San Reina los bajos, BCS 19772-7677",1-945-025-2990,-1.0553681285854901,-79.51094455204685
2498,de la O Angélica Rodrígez Díaz,"Boulevard Hidalgo 024 371
Nueva Congo, TAB 97841-2910",609-906-4218,-0.8643197181882728,-79.3566518904798
2499,Gallardo Leonardo Borrego Cervántez,"Prolongación Veracruz de Ignacio de la Llave 160 Edif. 499 , Depto. 562
San Gerónimo los bajos, HGO 44234-4196",656-025-7957,-0.8997798962890924,-79.30414415181917
2500,Méndez Minerva Óscar Manzanares Alva,"Retorno Ybarra 978 756
San Mario los bajos, NAY 85273-2677",883-625-0569x90117,-0.8227526617560821,-79.40900096853142
2501,Castellanos Genaro Batista Cabrera,"Prolongación Norte Rodrígez 697 Interior 040
San Eugenia de la Montaña, BC 20722-8872",1-170-765-6462,-0.8730890189263767,-79.49354464814932
2502,Nazario Sofía Barragán de la O,"Corredor Barbados 697 Edif. 762 , Depto. 882
Nueva Indonesia, HGO 34202",396-230-7756x077,-1.0821512920014884,-79.67035119259812
2503,Correa Gregorio Carmona,"Cerrada Baja California 328 Edif. 761 , Depto. 330
San Marco Antonio los bajos, ZAC 25895",085.509.7081x786,-0.8193769828470312,-79.52963257550552
2504,Lovato Noemí Concepción Jaramillo Cabrera,"Calzada Turkmenistán 396 Interior 760
San Uriel de la Montaña, NL 58589",879.939.2660x71217,-1.1830409800153863,-79.37536466907324
2505,Murillo Luisa Durán de la Fuente,"Pasaje Yucatán 345 Interior 028
San Martha los altos, CAMP 79392",(900)636-9521x87827,-0.9640441802751275,-79.35532515965984
2506,Ojeda Judith Sotelo Ruelas,"Periférico Barajas 649 508
San Andrea los bajos, OAX 15448-7224",020-917-4194x22031,-0.8990738839365489,-79.46509208093006
2507,Zepeda Dolores Zúñiga,"Callejón Chapa 866 Interior 317
San Alfredo los bajos, MOR 45186",028-479-1604x2874,-1.0619549805731188,-79.42541042587379
2508,Casares Florencia Natividad Carrillo,"Pasaje Sur de la O 100 Interior 954
San Roberto los altos, CHIS 37069",1-851-540-1230,-1.072037222302857,-79.55522898562322
2509,Brito Porfirio Santiago,"Diagonal Nuevo León 417 508
San Sofía los bajos, YUC 74807",1-161-009-1040x42629,-0.9214341794354856,-79.59800509881343
2510,Cepeda Sr(a). José Luis Vásquez,"Circunvalación Bravo 280 004
San María del Carmen de la Montaña, SIN 67197-4064",(422)608-7853x3727,-1.0706091174580217,-79.4245027386118
2511,Garica Lorena Esther Rivero,"Peatonal Austria 998 372
San Porfirio los altos, SON 12623-4455",906-668-7711x50054,-1.0467488619347247,-79.61072790551931
2512,Casares Lic. Gustavo Longoria,"Privada Bahena 239 Edif. 386 , Depto. 699
San Carmen los altos, CHIH 33508",375-558-6893x246,-1.043976483176522,-79.43430485625403
2513,Palomo Alta  Gracia Montoya Palacios,"Cerrada Zacatecas 571 Interior 193
San Elvia los altos, YUC 60273",05397464293,-1.1156240499412509,-79.3365805370014
2514,Miramontes Citlali Porfirio Samaniego Tapia,"Periférico Tabasco 819 Interior 579
San Verónica los bajos, Q. ROO 91249-3151",(643)865-9531x8940,-0.9667419420707988,-79.63131856272824
2515,Urbina Patricia Jos Villalobos Ávalos,"Viaducto Norte Galarza 323 869
San Marisol los bajos, AGS 00055-6353",243-970-7216x9861,-0.9807941514861107,-79.3930179170866
2516,Briones Francisca Beatriz Apodaca,"Pasaje Venezuela 707 Edif. 308 , Depto. 951
Nueva Liberia, DF 20299",1-115-907-6991x7532,-0.869032065702991,-79.40064563168265
2517,Villagómez Lic. Irene Valdés,"Avenida Letonia 118 Edif. 956 , Depto. 198
Nueva Alemania, GTO 52815",1-048-977-8982x41669,-0.9957814136559076,-79.65273370582773
2518,Zamudio Camila Casillas Ceballos,"Prolongación Veracruz de Ignacio de la Llave 228 Edif. 107 , Depto. 478
Vieja Belarús, SON 80803",(264)420-4084x629,-0.898138371029729,-79.48323506498978
2519,Garza María José Horacio Dueñas,"Calzada Benin 887 996
San Lorenzo de la Montaña, NAY 22783",585.829.5925x53582,-0.9442473324858112,-79.58046326555794
2520,Marrero Luisa Alcántar Estévez,"Viaducto Seychelles 393 Interior 149
San Modesto los altos, NL 97873",347-298-9030,-1.0328316277796306,-79.44463035224693
2521,Botello Laura Dalia Lomeli,"Boulevard República de Macedonia del Norte 666 Interior 268
San Cecilia los altos, NL 57175-3556",019-333-2426x4442,-1.1872496176771217,-79.52640038641678
2522,Sierra Dr. Daniela Blanco,"Retorno Campeche 875 135
Nueva Letonia, DGO 54164-7760",1-310-766-7267x559,-1.1598753185862027,-79.38676375142701
2523,Tejeda María José Micaela Mondragón,"Circuito Norte Sierra 416 Interior 240
Nueva Belarús, CHIH 55992",786-685-9103x94139,-0.9073909791317049,-79.47489378229562
2524,Prieto Gustavo Armas,"Circuito Morelos 735 875
Vieja Kazajstán, YUC 97946-8488",+33(8)8037903579,-0.8458626579230517,-79.4121978564651
2525,Bermúdez Mariana Aida Loera Lira,"Calzada Norte Olivas 282 Interior 068
Nueva Letonia, NL 55996-6739",(679)373-4483,-1.1474894041353723,-79.53544285315351
2526,Ozuna Emilia Miguel Ángel Dueñas,"Corredor Tejeda 423 Interior 439
San Estefanía de la Montaña, Q. ROO 25752",(867)466-2717,-1.2237624908161775,-79.35547070427769
2527,de la Crúz Lic. Alta  Gracia Zamudio,"Calle Ramón 243 Interior 813
Nueva Palau, VER 93065",1-357-418-8775x635,-0.9293110896161711,-79.4692505093571
2528,Gaytán Renato Pascual Aguilar,"Calle Grecia 323 Edif. 487 , Depto. 412
San Hugo los bajos, MEX 79595",156.222.1092,-1.1704402198210566,-79.58185423715227
2529,Castellanos Lic. Fabiola Guillen,"Prolongación Sur Zedillo 846 173
San Jaime de la Montaña, COL 48892-6850",257-746-9992x68281,-1.172444801118729,-79.49727090703212
2530,Melgar Horacio Porfirio Fajardo,"Privada Sur Ruelas 720 Edif. 403 , Depto. 776
Vieja Indonesia, OAX 58210",759.911.8591x692,-0.9356271456884955,-79.44924471829727
2531,Soria Sr(a). Benito Garza,"Circunvalación Canadá 695 170
San Ruby de la Montaña, OAX 94249",+61(7)7101170618,-1.00246875110909,-79.27585782647401
2532,Menchaca María Oswaldo Tovar,"Ampliación Montaño 398 Edif. 673 , Depto. 562
Nueva Sudáfrica, MOR 88518-6325",1-142-553-9050,-0.9933446171228667,-79.54464159509898
2533,Gamboa Mitzy Ramos Lira,"Prolongación Distrito Federal 675 211
San Sandra de la Montaña, MICH 03092-4753",740-948-7779x85775,-0.9820746165254539,-79.37848495311421
2534,Castro Luz Gerardo Saiz Berríos,"Calzada Almonte 640 Edif. 136 , Depto. 364
San Julia los bajos, TAB 58560",509.508.0555,-0.8707182696199658,-79.55187739636858
2535,Olmos Jonás Salazar,"Calzada Sur Sanches 453 Edif. 318 , Depto. 077
San Mariana los bajos, CHIH 46739-9278",(703)096-2251,-1.1043209817024449,-79.46943090981037
